ministry,sector,state,region,implementing_agency,project_type,primary_bottleneck,original_cost_cr,planned_duration_months,project_age_months,duration_elapsed_ratio,remaining_planned_months,cumulative_expenditure_cr,physical_progress_pct,interim_financial_progress_pct,progress_decoupling_gap,expenditure_per_progress_point,milestone_count,milestones_completed,milestones_delayed,milestones_at_risk,milestone_delay_rate,milestone_completion_rate
Ministry of Railways,Railways,Telangana,South,Railway Infrastructure Board / DFCCIL,Greenfield Construction,NONE,1347.72,26.0,18.0,0.6923,8.0,1616.02,100.0,119.91,19.91,16.16,10,10,9,0,0.9,1.0
Ministry of Power,Power,Odisha,East,National Thermal & Hydro Power Corp (NTPC/NHPC),Rehabilitation & Upgradation,INTERDEPARTMENTAL_DEPENDENCY,1148.18,42.0,18.0,0.4286,24.0,1282.23,100.0,111.67,11.67,12.82,10,10,10,0,1.0,1.0
Ministry of Road Transport & Highways,Roads & Highways,Assam,Northeast,National Highways Authority of India (NHAI),Capacity Augmentation / 6-Laning,PROCUREMENT,1235.4,51.0,18.0,0.3529,33.0,1401.99,100.0,113.48,13.48,14.02,10,10,9,0,0.9,1.0
Ministry of Petroleum & Natural Gas,Petroleum & Natural Gas,Odisha,East,Gas & Oil Infrastructure Authority (GAIL/IOCL),Capacity Augmentation / 6-Laning,FOREST_CLEARANCE,2228.46,40.0,18.0,0.45,22.0,1909.44,63.18,85.68,22.5,30.22,10,6,7,0,0.7,0.6
"Ministry of Ports, Shipping & Waterways",Ports & Shipping,Karnataka,South,Major Ports Authority,Strategic Interconnection,NONE,1701.04,37.0,18.0,0.4865,19.0,1978.47,100.0,116.31,16.31,19.78,10,10,10,0,1.0,1.0
Ministry of Petroleum & Natural Gas,Petroleum & Natural Gas,Uttar Pradesh,North,Gas & Oil Infrastructure Authority (GAIL/IOCL),Corridor Modernization,NONE,684.45,50.0,18.0,0.36,32.0,699.44,100.0,102.19,2.19,6.99,10,10,7,0,0.7,1.0
Ministry of Railways,Railways,Assam,Northeast,Railway Infrastructure Board / DFCCIL,Capacity Augmentation / 6-Laning,LAND_ACQUISITION,1027.28,37.0,18.0,0.4865,19.0,1326.77,94.8,129.15,34.35,14.0,10,9,10,0,1.0,0.9
Ministry of Petroleum & Natural Gas,Petroleum & Natural Gas,Rajasthan,North,Gas & Oil Infrastructure Authority (GAIL/IOCL),Rehabilitation & Upgradation,LEGAL_DISPUTE,446.03,52.0,18.0,0.3462,34.0,482.09,80.87,108.08,27.21,5.96,10,7,8,0,0.8,0.7
Ministry of Railways,Railways,Gujarat,West,Railway Infrastructure Board / DFCCIL,Corridor Modernization,LEGAL_DISPUTE,979.12,34.0,18.0,0.5294,16.0,1222.02,100.0,124.81,24.81,12.22,10,10,9,0,0.9,1.0
Ministry of Petroleum & Natural Gas,Petroleum & Natural Gas,Uttar Pradesh,North,Gas & Oil Infrastructure Authority (GAIL/IOCL),Capacity Augmentation / 6-Laning,LAND_ACQUISITION,982.65,43.0,18.0,0.4186,25.0,1199.23,100.0,122.04,22.04,11.99,10,10,10,0,1.0,1.0
Ministry of Power,Power,Tamil Nadu,South,National Thermal & Hydro Power Corp (NTPC/NHPC),Strategic Interconnection,NONE,765.86,46.0,18.0,0.3913,28.0,720.63,87.31,94.09,6.78,8.25,10,8,3,0,0.3,0.8
Ministry of Power,Power,Gujarat,West,National Thermal & Hydro Power Corp (NTPC/NHPC),Capacity Augmentation / 6-Laning,ENVIRONMENTAL_CLEARANCE,1370.93,64.0,18.0,0.2812,46.0,1634.23,86.09,119.21,33.12,18.98,10,8,9,0,0.9,0.8
Ministry of Railways,Railways,Maharashtra,West,Railway Infrastructure Board / DFCCIL,Greenfield Construction,LEGAL_DISPUTE,2564.39,36.0,18.0,0.5,18.0,3088.87,100.0,120.45,20.45,30.89,10,10,9,0,0.9,1.0
"Ministry of Ports, Shipping & Waterways",Ports & Shipping,Uttar Pradesh,North,Major Ports Authority,Strategic Interconnection,LAND_ACQUISITION,830.81,62.0,18.0,0.2903,44.0,667.75,55.16,80.37,25.21,12.11,10,5,6,0,0.6,0.5
Ministry of Jal Shakti,Water Resources,Rajasthan,North,National Water Development Agency,Corridor Modernization,NONE,2698.15,48.0,18.0,0.375,30.0,2967.55,100.0,109.98,9.98,29.68,10,10,9,0,0.9,1.0
Ministry of Railways,Railways,Karnataka,South,Railway Infrastructure Board / DFCCIL,Rehabilitation & Upgradation,ENVIRONMENTAL_CLEARANCE,1426.87,26.0,18.0,0.6923,8.0,1817.73,100.0,127.39,27.39,18.18,10,10,10,0,1.0,1.0
Ministry of Housing & Urban Affairs,Urban Transit,Rajasthan,North,Metro Rail Infrastructure SPV,Greenfield Construction,ENVIRONMENTAL_CLEARANCE,3197.78,28.0,18.0,0.6429,10.0,3742.88,100.0,117.05,17.05,37.43,10,10,8,0,0.8,1.0
Ministry of Road Transport & Highways,Roads & Highways,Assam,Northeast,National Highways Authority of India (NHAI),Corridor Modernization,LEGAL_DISPUTE,315.67,53.0,18.0,0.3396,35.0,380.17,100.0,120.43,20.43,3.8,10,10,10,0,1.0,1.0
Ministry of Power,Power,Odisha,East,National Thermal & Hydro Power Corp (NTPC/NHPC),Rehabilitation & Upgradation,FOREST_CLEARANCE,230.08,33.0,18.0,0.5455,15.0,283.04,100.0,123.02,23.02,2.83,10,10,9,0,0.9,1.0
Ministry of Railways,Railways,Odisha,East,Railway Infrastructure Board / DFCCIL,Capacity Augmentation / 6-Laning,LAND_ACQUISITION,677.44,46.0,18.0,0.3913,28.0,885.26,100.0,130.68,30.68,8.85,10,10,10,0,1.0,1.0
Ministry of Railways,Railways,Madhya Pradesh,Central,Railway Infrastructure Board / DFCCIL,Rehabilitation & Upgradation,NONE,1519.66,37.0,18.0,0.4865,19.0,1132.37,78.62,74.51,-4.11,14.4,10,7,6,1,0.6,0.7
Ministry of Road Transport & Highways,Roads & Highways,Rajasthan,North,National Highways Authority of India (NHAI),Rehabilitation & Upgradation,NONE,1910.9,51.0,18.0,0.3529,33.0,2003.92,100.0,104.87,4.87,20.04,10,10,9,0,0.9,1.0
Ministry of Jal Shakti,Water Resources,Uttar Pradesh,North,National Water Development Agency,Corridor Modernization,ENVIRONMENTAL_CLEARANCE,624.76,27.0,18.0,0.6667,9.0,739.93,100.0,118.43,18.43,7.4,10,10,9,0,0.9,1.0
Ministry of Road Transport & Highways,Roads & Highways,Madhya Pradesh,Central,National Highways Authority of India (NHAI),Strategic Interconnection,NONE,2567.64,30.0,18.0,0.6,12.0,2533.78,100.0,98.68,-1.32,25.34,10,10,0,0,0.0,1.0
Ministry of Power,Power,Rajasthan,North,National Thermal & Hydro Power Corp (NTPC/NHPC),Rehabilitation & Upgradation,LAND_ACQUISITION,3109.64,56.0,18.0,0.3214,38.0,3971.96,100.0,127.73,27.73,39.72,10,10,10,0,1.0,1.0
Ministry of Railways,Railways,Bihar,East,Railway Infrastructure Board / DFCCIL,Rehabilitation & Upgradation,NONE,557.57,36.0,18.0,0.5,18.0,469.16,81.2,84.14,2.94,5.78,10,7,7,0,0.7,0.7
Ministry of Jal Shakti,Water Resources,Rajasthan,North,National Water Development Agency,Greenfield Construction,PROCUREMENT,153.57,67.0,18.0,0.2687,49.0,102.69,40.64,66.87,26.23,2.53,10,3,4,0,0.4,0.3
Ministry of Road Transport & Highways,Roads & Highways,Telangana,South,National Highways Authority of India (NHAI),Capacity Augmentation / 6-Laning,NONE,411.78,66.0,18.0,0.2727,48.0,205.65,49.47,49.94,0.47,4.16,10,4,3,1,0.3,0.4
Ministry of Road Transport & Highways,Roads & Highways,Uttar Pradesh,North,National Highways Authority of India (NHAI),Corridor Modernization,ENVIRONMENTAL_CLEARANCE,356.27,31.0,18.0,0.5806,13.0,445.08,100.0,124.93,24.93,4.45,10,10,10,0,1.0,1.0
Ministry of Railways,Railways,Madhya Pradesh,Central,Railway Infrastructure Board / DFCCIL,Corridor Modernization,LAND_ACQUISITION,1954.06,67.0,18.0,0.2687,49.0,1054.19,37.18,53.95,16.77,28.35,10,3,4,0,0.4,0.3
Ministry of Road Transport & Highways,Roads & Highways,Telangana,South,National Highways Authority of India (NHAI),Capacity Augmentation / 6-Laning,FOREST_CLEARANCE,1437.21,31.0,18.0,0.5806,13.0,1563.03,84.69,108.75,24.06,18.46,10,8,7,1,0.7,0.8
Ministry of Power,Power,Madhya Pradesh,Central,National Thermal & Hydro Power Corp (NTPC/NHPC),Greenfield Construction,FOREST_CLEARANCE,475.21,38.0,18.0,0.4737,20.0,477.15,64.67,100.41,35.74,7.38,10,6,6,0,0.6,0.6
Ministry of Road Transport & Highways,Roads & Highways,Madhya Pradesh,Central,National Highways Authority of India (NHAI),Corridor Modernization,NONE,793.62,32.0,18.0,0.5625,14.0,733.12,98.25,92.38,-5.87,7.46,10,9,6,1,0.6,0.9
Ministry of Railways,Railways,Maharashtra,West,Railway Infrastructure Board / DFCCIL,Capacity Augmentation / 6-Laning,PROCUREMENT,650.14,37.0,18.0,0.4865,19.0,710.66,100.0,109.31,9.31,7.11,10,10,6,0,0.6,1.0
Ministry of Railways,Railways,Uttar Pradesh,North,Railway Infrastructure Board / DFCCIL,Greenfield Construction,NONE,2830.18,53.0,18.0,0.3396,35.0,2873.36,100.0,101.53,1.53,28.73,10,10,2,0,0.2,1.0
Ministry of Road Transport & Highways,Roads & Highways,Karnataka,South,National Highways Authority of India (NHAI),Capacity Augmentation / 6-Laning,LAND_ACQUISITION,787.46,28.0,18.0,0.6429,10.0,1018.74,100.0,129.37,29.37,10.19,10,10,10,0,1.0,1.0
Ministry of Railways,Railways,Karnataka,South,Railway Infrastructure Board / DFCCIL,Capacity Augmentation / 6-Laning,DESIGN_CHANGE,1599.16,69.0,18.0,0.2609,51.0,1852.32,100.0,115.83,15.83,18.52,10,10,10,0,1.0,1.0
Ministry of Power,Power,Uttar Pradesh,North,National Thermal & Hydro Power Corp (NTPC/NHPC),Rehabilitation & Upgradation,DESIGN_CHANGE,333.92,68.0,18.0,0.2647,50.0,207.64,50.35,62.18,11.83,4.12,10,4,5,0,0.5,0.4
Ministry of Petroleum & Natural Gas,Petroleum & Natural Gas,Gujarat,West,Gas & Oil Infrastructure Authority (GAIL/IOCL),Strategic Interconnection,NONE,1752.28,48.0,18.0,0.375,30.0,1902.34,100.0,108.56,8.56,19.02,10,10,9,0,0.9,1.0
Ministry of Road Transport & Highways,Roads & Highways,Tamil Nadu,South,National Highways Authority of India (NHAI),Capacity Augmentation / 6-Laning,LAND_ACQUISITION,1615.83,61.0,18.0,0.2951,43.0,1928.13,100.0,119.33,19.33,19.28,10,10,9,0,0.9,1.0
Ministry of Petroleum & Natural Gas,Petroleum & Natural Gas,Uttar Pradesh,North,Gas & Oil Infrastructure Authority (GAIL/IOCL),Rehabilitation & Upgradation,CONTRACTOR,787.14,64.0,18.0,0.2812,46.0,314.55,28.56,39.96,11.4,11.01,10,2,3,0,0.3,0.2
Ministry of Railways,Railways,Tamil Nadu,South,Railway Infrastructure Board / DFCCIL,Rehabilitation & Upgradation,DESIGN_CHANGE,5648.7,27.0,18.0,0.6667,9.0,6080.13,100.0,107.64,7.64,60.8,10,10,0,0,0.0,1.0
Ministry of Road Transport & Highways,Roads & Highways,Gujarat,West,National Highways Authority of India (NHAI),Corridor Modernization,NONE,561.59,60.0,18.0,0.3,42.0,465.61,72.37,82.91,10.54,6.43,10,6,6,0,0.6,0.6
Ministry of Road Transport & Highways,Roads & Highways,Odisha,East,National Highways Authority of India (NHAI),Greenfield Construction,FOREST_CLEARANCE,597.84,35.0,18.0,0.5143,17.0,708.99,100.0,118.59,18.59,7.09,10,10,9,0,0.9,1.0
Ministry of Jal Shakti,Water Resources,Madhya Pradesh,Central,National Water Development Agency,Greenfield Construction,LAND_ACQUISITION,642.45,52.0,18.0,0.3462,34.0,605.06,62.9,94.18,31.28,9.62,10,5,6,0,0.6,0.5
Ministry of Road Transport & Highways,Roads & Highways,Bihar,East,National Highways Authority of India (NHAI),Rehabilitation & Upgradation,NONE,14115.81,50.0,18.0,0.36,32.0,13970.57,100.0,98.97,-1.03,139.71,10,10,0,0,0.0,1.0
Ministry of Road Transport & Highways,Roads & Highways,Assam,Northeast,National Highways Authority of India (NHAI),Rehabilitation & Upgradation,NONE,1441.1,49.0,18.0,0.3673,31.0,1570.57,100.0,108.98,8.98,15.71,10,10,8,0,0.8,1.0
Ministry of Road Transport & Highways,Roads & Highways,Maharashtra,West,National Highways Authority of India (NHAI),Strategic Interconnection,NONE,4534.04,36.0,18.0,0.5,18.0,3572.4,87.93,78.79,-9.14,40.63,10,8,1,0,0.1,0.8
Ministry of Petroleum & Natural Gas,Petroleum & Natural Gas,Maharashtra,West,Gas & Oil Infrastructure Authority (GAIL/IOCL),Capacity Augmentation / 6-Laning,CONTRACTOR,233.53,67.0,18.0,0.2687,49.0,256.89,89.5,110.0,20.5,2.87,10,8,9,0,0.9,0.8
Ministry of Railways,Railways,Bihar,East,Railway Infrastructure Board / DFCCIL,Greenfield Construction,LAND_ACQUISITION,867.12,61.0,18.0,0.2951,43.0,433.0,39.5,49.94,10.44,10.96,10,3,4,0,0.4,0.3
Ministry of Road Transport & Highways,Roads & Highways,Karnataka,South,National Highways Authority of India (NHAI),Capacity Augmentation / 6-Laning,DESIGN_CHANGE,670.36,37.0,18.0,0.4865,19.0,694.95,83.92,103.67,19.75,8.28,10,7,7,0,0.7,0.7
Ministry of Power,Power,Rajasthan,North,National Thermal & Hydro Power Corp (NTPC/NHPC),Rehabilitation & Upgradation,NONE,363.13,32.0,18.0,0.5625,14.0,396.02,100.0,109.06,9.06,3.96,10,10,8,0,0.8,1.0
Ministry of Petroleum & Natural Gas,Petroleum & Natural Gas,Tamil Nadu,South,Gas & Oil Infrastructure Authority (GAIL/IOCL),Corridor Modernization,NONE,150.0,65.0,18.0,0.2769,47.0,140.39,88.01,93.59,5.58,1.6,10,8,9,0,0.9,0.8
Ministry of Railways,Railways,Tamil Nadu,South,Railway Infrastructure Board / DFCCIL,Rehabilitation & Upgradation,NONE,237.42,60.0,18.0,0.3,42.0,218.3,76.0,91.95,15.95,2.87,10,7,8,0,0.8,0.7
Ministry of Railways,Railways,Assam,Northeast,Railway Infrastructure Board / DFCCIL,Corridor Modernization,LAND_ACQUISITION,4846.93,54.0,18.0,0.3333,36.0,3821.46,45.55,78.84,33.29,83.9,10,4,5,0,0.5,0.4
Ministry of Petroleum & Natural Gas,Petroleum & Natural Gas,Rajasthan,North,Gas & Oil Infrastructure Authority (GAIL/IOCL),Corridor Modernization,NONE,863.75,72.0,18.0,0.25,54.0,936.14,100.0,108.38,8.38,9.36,10,10,9,0,0.9,1.0
Ministry of Railways,Railways,Chhattisgarh,Central,Railway Infrastructure Board / DFCCIL,Strategic Interconnection,LAND_ACQUISITION,3593.42,52.0,18.0,0.3462,34.0,4461.32,100.0,124.15,24.15,44.61,10,10,10,0,1.0,1.0
Ministry of Railways,Railways,West Bengal,East,Railway Infrastructure Board / DFCCIL,Strategic Interconnection,NONE,1912.45,62.0,18.0,0.2903,44.0,1292.56,62.09,67.59,5.5,20.82,10,5,2,1,0.2,0.5
Ministry of Railways,Railways,Assam,Northeast,Railway Infrastructure Board / DFCCIL,Greenfield Construction,PROCUREMENT,1980.23,50.0,18.0,0.36,32.0,2242.53,100.0,113.25,13.25,22.43,10,10,9,0,0.9,1.0
Ministry of Railways,Railways,Tamil Nadu,South,Railway Infrastructure Board / DFCCIL,Rehabilitation & Upgradation,NONE,1320.4,51.0,18.0,0.3529,33.0,1418.65,100.0,107.44,7.44,14.19,10,10,10,0,1.0,1.0
Ministry of Road Transport & Highways,Roads & Highways,Odisha,East,National Highways Authority of India (NHAI),Greenfield Construction,NONE,1005.11,72.0,18.0,0.25,54.0,993.65,100.0,98.86,-1.14,9.94,10,10,8,0,0.8,1.0
Ministry of Road Transport & Highways,Roads & Highways,Tamil Nadu,South,National Highways Authority of India (NHAI),Strategic Interconnection,LAND_ACQUISITION,454.58,57.0,18.0,0.3158,39.0,595.94,100.0,131.1,31.1,5.96,10,10,10,0,1.0,1.0
Ministry of Petroleum & Natural Gas,Petroleum & Natural Gas,Bihar,East,Gas & Oil Infrastructure Authority (GAIL/IOCL),Strategic Interconnection,UTILITY_SHIFTING,1123.45,67.0,18.0,0.2687,49.0,1284.83,91.23,114.36,23.13,14.08,10,8,9,0,0.9,0.8
Ministry of Jal Shakti,Water Resources,Karnataka,South,National Water Development Agency,Strategic Interconnection,LAND_ACQUISITION,1042.2,48.0,18.0,0.375,30.0,1350.16,100.0,129.55,29.55,13.5,10,10,10,0,1.0,1.0
Ministry of Jal Shakti,Water Resources,Assam,Northeast,National Water Development Agency,Corridor Modernization,LAND_ACQUISITION,1370.28,30.0,18.0,0.6,12.0,1556.18,100.0,113.57,13.57,15.56,10,10,9,0,0.9,1.0
Ministry of Railways,Railways,Andhra Pradesh,South,Railway Infrastructure Board / DFCCIL,Strategic Interconnection,NONE,829.82,71.0,18.0,0.2535,53.0,830.66,100.0,100.1,0.1,8.31,10,10,10,0,1.0,1.0
Ministry of Petroleum & Natural Gas,Petroleum & Natural Gas,Bihar,East,Gas & Oil Infrastructure Authority (GAIL/IOCL),Rehabilitation & Upgradation,LAND_ACQUISITION,709.83,71.0,18.0,0.2535,53.0,634.05,45.22,89.32,44.1,14.02,10,4,5,0,0.5,0.4
Ministry of Power,Power,Uttar Pradesh,North,National Thermal & Hydro Power Corp (NTPC/NHPC),Greenfield Construction,NONE,1220.85,62.0,18.0,0.2903,44.0,750.01,57.07,61.43,4.36,13.14,10,5,6,0,0.6,0.5
Ministry of Railways,Railways,Uttar Pradesh,North,Railway Infrastructure Board / DFCCIL,Greenfield Construction,NONE,1348.56,56.0,18.0,0.3214,38.0,1386.75,100.0,102.83,2.83,13.87,10,10,8,0,0.8,1.0
Ministry of Railways,Railways,Karnataka,South,Railway Infrastructure Board / DFCCIL,Rehabilitation & Upgradation,NONE,411.04,54.0,18.0,0.3333,36.0,351.26,81.45,85.46,4.01,4.31,10,7,7,0,0.7,0.7
Ministry of Power,Power,Tamil Nadu,South,National Thermal & Hydro Power Corp (NTPC/NHPC),Strategic Interconnection,CONTRACTOR,2063.13,40.0,18.0,0.45,22.0,2299.19,100.0,111.44,11.44,22.99,10,10,8,0,0.8,1.0
Ministry of Jal Shakti,Water Resources,Bihar,East,National Water Development Agency,Rehabilitation & Upgradation,ENVIRONMENTAL_CLEARANCE,1650.16,45.0,18.0,0.4,27.0,1926.31,100.0,116.73,16.73,19.26,10,10,10,0,1.0,1.0
Ministry of Power,Power,Uttar Pradesh,North,National Thermal & Hydro Power Corp (NTPC/NHPC),Capacity Augmentation / 6-Laning,ENVIRONMENTAL_CLEARANCE,335.3,72.0,18.0,0.25,54.0,240.87,55.99,71.84,15.85,4.3,10,5,6,0,0.6,0.5
Ministry of Railways,Railways,Andhra Pradesh,South,Railway Infrastructure Board / DFCCIL,Capacity Augmentation / 6-Laning,FOREST_CLEARANCE,601.77,52.0,18.0,0.3462,34.0,676.61,100.0,112.44,12.44,6.77,10,10,10,0,1.0,1.0
Ministry of Railways,Railways,Odisha,East,Railway Infrastructure Board / DFCCIL,Greenfield Construction,ENVIRONMENTAL_CLEARANCE,839.46,65.0,18.0,0.2769,47.0,949.14,100.0,113.07,13.07,9.49,10,10,9,0,0.9,1.0
Ministry of Power,Power,Maharashtra,West,National Thermal & Hydro Power Corp (NTPC/NHPC),Greenfield Construction,FOREST_CLEARANCE,288.88,53.0,18.0,0.3396,35.0,337.05,100.0,116.67,16.67,3.37,10,10,9,0,0.9,1.0
Ministry of Road Transport & Highways,Roads & Highways,Uttar Pradesh,North,National Highways Authority of India (NHAI),Corridor Modernization,NONE,2991.42,47.0,18.0,0.383,29.0,2519.36,79.54,84.22,4.68,31.67,10,7,4,1,0.4,0.7
Ministry of Road Transport & Highways,Roads & Highways,Madhya Pradesh,Central,National Highways Authority of India (NHAI),Strategic Interconnection,UTILITY_SHIFTING,753.16,67.0,18.0,0.2687,49.0,831.46,90.2,110.4,20.2,9.22,10,8,9,0,0.9,0.8
Ministry of Road Transport & Highways,Roads & Highways,Tamil Nadu,South,National Highways Authority of India (NHAI),Strategic Interconnection,NONE,7322.55,64.0,18.0,0.2812,46.0,4499.46,55.53,61.45,5.92,81.03,10,5,5,0,0.5,0.5
"Ministry of Ports, Shipping & Waterways",Ports & Shipping,Jharkhand,East,Major Ports Authority,Greenfield Construction,FOREST_CLEARANCE,212.42,29.0,18.0,0.6207,11.0,249.8,100.0,117.6,17.6,2.5,10,10,9,0,0.9,1.0
Ministry of Road Transport & Highways,Roads & Highways,Uttar Pradesh,North,National Highways Authority of India (NHAI),Strategic Interconnection,ENVIRONMENTAL_CLEARANCE,271.81,56.0,18.0,0.3214,38.0,326.04,100.0,119.95,19.95,3.26,10,10,10,0,1.0,1.0
Ministry of Jal Shakti,Water Resources,Madhya Pradesh,Central,National Water Development Agency,Strategic Interconnection,LAND_ACQUISITION,902.29,46.0,18.0,0.3913,28.0,938.09,69.28,103.97,34.69,13.54,10,6,7,0,0.7,0.6
Ministry of Railways,Railways,Rajasthan,North,Railway Infrastructure Board / DFCCIL,Capacity Augmentation / 6-Laning,DESIGN_CHANGE,488.11,42.0,18.0,0.4286,24.0,577.57,100.0,118.33,18.33,5.78,10,10,10,0,1.0,1.0
Ministry of Road Transport & Highways,Roads & Highways,Gujarat,West,National Highways Authority of India (NHAI),Corridor Modernization,ENVIRONMENTAL_CLEARANCE,2261.57,71.0,18.0,0.2535,53.0,2731.64,88.94,120.79,31.85,30.71,10,8,9,0,0.9,0.8
Ministry of Road Transport & Highways,Roads & Highways,Maharashtra,West,National Highways Authority of India (NHAI),Corridor Modernization,PROCUREMENT,2626.47,47.0,18.0,0.383,29.0,2855.11,100.0,108.71,8.71,28.55,10,10,9,0,0.9,1.0
Ministry of Road Transport & Highways,Roads & Highways,Odisha,East,National Highways Authority of India (NHAI),Capacity Augmentation / 6-Laning,NONE,538.92,55.0,18.0,0.3273,37.0,578.47,100.0,107.34,7.34,5.78,10,10,9,0,0.9,1.0
Ministry of Road Transport & Highways,Roads & Highways,Assam,Northeast,National Highways Authority of India (NHAI),Rehabilitation & Upgradation,CONTRACTOR,193.06,41.0,18.0,0.439,23.0,219.7,100.0,113.8,13.8,2.2,10,10,10,0,1.0,1.0
Ministry of Railways,Railways,Tamil Nadu,South,Railway Infrastructure Board / DFCCIL,Strategic Interconnection,PROCUREMENT,432.16,69.0,18.0,0.2609,51.0,471.82,89.44,109.18,19.74,5.28,10,8,9,0,0.9,0.8
Ministry of Road Transport & Highways,Roads & Highways,Uttar Pradesh,North,National Highways Authority of India (NHAI),Capacity Augmentation / 6-Laning,NONE,5359.93,52.0,18.0,0.3462,34.0,6072.3,100.0,113.29,13.29,60.72,10,10,10,0,1.0,1.0
Ministry of Railways,Railways,Gujarat,West,Railway Infrastructure Board / DFCCIL,Greenfield Construction,LAND_ACQUISITION,625.84,62.0,18.0,0.2903,44.0,795.46,85.47,127.1,41.63,9.31,10,8,9,0,0.9,0.8
Ministry of Petroleum & Natural Gas,Petroleum & Natural Gas,Tamil Nadu,South,Gas & Oil Infrastructure Authority (GAIL/IOCL),Corridor Modernization,CONTRACTOR,675.88,25.0,18.0,0.72,7.0,804.65,100.0,119.05,19.05,8.05,10,10,9,0,0.9,1.0
Ministry of Road Transport & Highways,Roads & Highways,Uttar Pradesh,North,National Highways Authority of India (NHAI),Capacity Augmentation / 6-Laning,NONE,1077.59,34.0,18.0,0.5294,16.0,1056.04,94.88,98.0,3.12,11.13,10,9,0,0,0.0,0.9
Ministry of Power,Power,Madhya Pradesh,Central,National Thermal & Hydro Power Corp (NTPC/NHPC),Rehabilitation & Upgradation,NONE,1723.12,37.0,18.0,0.4865,19.0,1858.94,100.0,107.88,7.88,18.59,10,10,8,0,0.8,1.0
Ministry of Road Transport & Highways,Roads & Highways,Madhya Pradesh,Central,National Highways Authority of India (NHAI),Strategic Interconnection,LAND_ACQUISITION,3206.08,26.0,18.0,0.6923,8.0,4135.5,100.0,128.99,28.99,41.36,10,10,9,0,0.9,1.0
Ministry of Civil Aviation,Civil Aviation,Rajasthan,North,Airports Authority of India (AAI),Strategic Interconnection,LAND_ACQUISITION,2887.51,48.0,18.0,0.375,30.0,3082.81,84.0,106.76,22.76,36.7,10,8,9,0,0.9,0.8
Ministry of Railways,Railways,Jharkhand,East,Railway Infrastructure Board / DFCCIL,Rehabilitation & Upgradation,UTILITY_SHIFTING,839.73,68.0,18.0,0.2647,50.0,904.64,100.0,107.73,7.73,9.05,10,10,9,0,0.9,1.0
Ministry of Road Transport & Highways,Roads & Highways,West Bengal,East,National Highways Authority of India (NHAI),Greenfield Construction,NONE,249.95,45.0,18.0,0.4,27.0,272.32,100.0,108.95,8.95,2.72,10,10,8,0,0.8,1.0
Ministry of Coal,Coal Infrastructure,Tamil Nadu,South,Coal Infrastructure PSU,Greenfield Construction,NONE,601.58,54.0,18.0,0.3333,36.0,612.12,100.0,101.75,1.75,6.12,10,10,7,0,0.7,1.0
